id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
36624296,Old Market Studios - Number 2,65192629,Hopewell,Lawrence Hill,51.45523,-2.58032,Entire home/apt,95,1,54,10/12/2021,1.81,143,58
36624963,Bright Modern Two Bed with Parking,65192629,Hopewell,Cotham,51.46758,-2.60203,Entire home/apt,149,1,36,10/9/2021,1.22,143,0
36833289,Beautiful spacious cottage with hot tub.,146425738,Catherine,Bishopsworth,51.42084,-2.63087,Entire home/apt,204,2,122,12/12/2021,4.19,2,115
36836671,Spacious sunny 3 bedroom flat in Bishopston,276863622,Kathy,Redland,51.4776,-2.59364,Entire home/apt,88,2,43,12/12/2021,1.46,1,341
36858322,York Gardens,125651447,Your Apartment,Clifton,51.45404,-2.62114,Entire home/apt,175,1,22,30/8/2021,0.79,63,353
36863262,"Sleeps 4, private courtyard, City Centre",125651447,Your Apartment,Lawrence Hill,51.45568,-2.58156,Entire home/apt,91,1,16,14/11/2021,0.57,63,342
36864839,2 Bed Home - Gloucester Road,4267869,Adela,Redland,51.47191,-2.59218,Entire home/apt,109,2,74,12/12/2021,2.64,1,329
36865282,Your Apartment The Loft - #8,125651447,Your Apartment,Lawrence Hill,51.457,-2.58363,Entire home/apt,90,1,2,14/9/2019,0.07,63,352
36927764,Comfortable double room with two windows and WiFi,277557819,Jemma,Southmead,51.50089,-2.60993,Private room,48,2,20,8/12/2021,0.69,2,364
36929135,NEW LISTING comfortable double room with garden,277557819,Jemma,Southmead,51.49965,-2.61082,Private room,35,2,31,17/8/2021,1.07,2,326
36968595,"Friendly popular area,near Bristol City Centre",40474073,Georgia,Windmill Hill,51.44081,-2.58018,Private room,35,1,136,22/12/2021,4.65,1,71
37077040,Stylish City Home With Garden - Dog Friendly,6196560,Caroline,Bishopston & Ashley Down,51.48507,-2.58924,Entire home/apt,75,3,8,19/9/2021,1.28,1,7
37230992,"Sunny, elegant Clifton Village flat",19436350,Rebecca,Clifton,51.45661,-2.61034,Entire home/apt,136,3,40,28/11/2021,1.43,1,362
37244218,Light homely 1-bed flat on North St with terrace,29126981,Lauren,Bedminster,51.44014,-2.60532,Entire home/apt,69,2,6,15/8/2021,0.24,2,24
37267843,Comfortable stay in Bristol. Close to town centre.,244565378,Dennis,Frome Vale,51.48596,-2.55148,Private room,40,1,1,4/8/2019,0.03,1,357
37281952,"Great location. Newly built, warm and welcoming.",82286397,Caroline,Redland,51.47552,-2.59123,Private room,130,2,15,24/10/2021,0.59,3,79
37283863,Fantastic home from home,126944043,Aaron,Hengrove & Whitchurch Park,51.41623,-2.56591,Entire home/apt,60,2,13,24/7/2020,0.45,1,154
37322353,Gina Davis,71516193,Gina,Easton,51.45587,-2.55454,Private room,27,73,3,2/12/2021,0.11,1,88
37379623,The Armidale : fantastic central two-bed flat,279218091,Chris,Ashley,51.46667,-2.58902,Entire home/apt,85,28,17,7/11/2021,0.59,1,76
37483548,Creative & comfy house with garden oasis,3138136,Tiffany,Filwood,51.43034,-2.60182,Entire home/apt,88,2,45,23/12/2021,1.59,1,165
37514733,A cosy family home in Windmill Hill,278829110,Angela,Windmill Hill,51.43573,-2.59836,Entire home/apt,161,2,47,17/10/2021,1.65,1,0
37545857,SACO Bristol Broad Quay - Superior Studio,282688142,SACO Bristol,Hotwells & Harbourside,51.45131,-2.59804,Private room,91,1,3,9/5/2021,0.11,10,340
37545893,SACO Bristol Broad Quay - Two Bedroom Apartment,282688142,SACO Bristol,Central,51.45314,-2.59775,Private room,154,1,9,27/11/2021,0.54,10,305
37545960,SACO Bristol Broad Quay - Penthouse Apartment,282688142,SACO Bristol,Central,51.45158,-2.59632,Private room,198,1,2,3/10/2021,0.14,10,252
37546142,SACO Bristol Broad Quay - One bedroom apartment,282688142,SACO Bristol,Central,51.45303,-2.5978,Private room,98,1,2,28/11/2021,0.07,10,361
37546181,SACO Bristol Broad Quay - Two Bed Superior,282688142,SACO Bristol,Central,51.45316,-2.59622,Private room,150,1,17,9/12/2021,0.62,10,340
37546260,SACO Bristol Broad Quay One Bed Superior Apartment,282688142,SACO Bristol,Central,51.45174,-2.59761,Private room,108,1,7,13/11/2021,0.32,10,362
37546449,SACO Bristol Broad Quay - One Bed Club Sofa,282688142,SACO Bristol,Central,51.45113,-2.59768,Private room,113,1,5,19/11/2021,0.33,10,343
37546523,SACO Bristol Broad Quay Studio Apartment,282688142,SACO Bristol,Central,51.45188,-2.59611,Private room,81,1,51,8/12/2021,2.21,10,362
37546566,SACO Bristol Broad Quay - Three Bedroom Apartment,282688142,SACO Bristol,Central,51.45113,-2.59652,Private room,234,1,19,18/11/2021,0.73,10,316
37580315,Charming Southville House with Garden,65192629,Hopewell,Southville,51.44423,-2.60343,Entire home/apt,110,1,23,21/7/2021,0.82,143,0
37597362,STYLISH CENTRAL 2 BED APARTMENT- 2 PARKING SPACES,12998204,Louise,Lawrence Hill,51.45892,-2.57444,Entire home/apt,125,2,17,25/8/2021,0.68,1,0
37624387,"Spacious en-suite bedroom in Bedminster, Bristol",35116208,Helen,Bedminster,51.43533,-2.61142,Private room,45,2,58,8/12/2021,2.04,4,1
37626311,Frederick's Place - No.4,125651447,Your Apartment,Clifton,51.45565,-2.61015,Entire home/apt,96,1,4,4/12/2021,1.94,63,320
37626970,Frederick's Place - No.3,125651447,Your Apartment,Clifton,51.45689,-2.61018,Entire home/apt,96,1,9,11/12/2021,0.31,63,352
37627244,Frederick's Place - No.5,125651447,Your Apartment,Clifton,51.45721,-2.61163,Entire home/apt,171,1,7,12/8/2020,0.24,63,356
37627692,Frederick's Place - No.6,125651447,Your Apartment,Clifton,51.4559,-2.61158,Entire home/apt,164,1,6,25/10/2020,0.21,63,356
37673308,Charming self-contained Clifton flat with parking,56069608,Penny,Clifton Down,51.46289,-2.61187,Entire home/apt,134,1,140,18/12/2021,4.88,1,335
37724790,Stylish 2 bed 2 bath apartment in downtown Bristol,91774349,Patrick,Ashley,51.46179,-2.5868,Entire home/apt,138,7,28,5/9/2020,1.01,1,0
37733491,Modern Townhouse with Garden and Parking,65192629,Hopewell,Bishopston & Ashley Down,51.47893,-2.58209,Entire home/apt,149,1,53,28/11/2021,1.96,143,48
37745165,"Large 2 bedroom, sleeps 6 - City Centre",125651447,Your Apartment,Lawrence Hill,51.45519,-2.58215,Entire home/apt,162,1,15,20/11/2021,0.54,63,353
37746027,Retro brighton camper,124821600,Johnny,Easton,51.46476,-2.55667,Entire home/apt,35,2,0,,,1,178
37762338,Lawrence Hill Apartments  - No 1,65192629,Hopewell,Lawrence Hill,51.45884,-2.56446,Entire home/apt,85,1,31,20/9/2021,1.15,143,0
37763876,Lawrence Hill Apts -No2,65192629,Hopewell,Lawrence Hill,51.45722,-2.56498,Entire home/apt,85,1,36,5/9/2021,1.29,143,0
37765417,Lawrence Hill Apartments- No 3,65192629,Hopewell,Lawrence Hill,51.45716,-2.56673,Entire home/apt,105,1,31,23/11/2021,1.09,143,58
37923326,Studio Apartment at Cove West India House,287107471,Cove West India,Central,51.45286,-2.59284,Entire home/apt,99,7,125,7/12/2021,5.36,4,319
37932575,Clifton Georgian Balcony Apt - Simply Check In,122166170,Simply Check In,Clifton,51.45329,-2.62097,Entire home/apt,164,2,68,23/11/2021,2.48,2,153
37960390,One Bedroom Apartment at Cove West India House,287107471,Cove West India,Central,51.45256,-2.59175,Entire home/apt,132,7,22,7/12/2021,0.84,4,322
37978941,Sandbed House - Sleeps 6.,236481623,Mairead,Ashley,51.46802,-2.57183,Entire home/apt,257,2,97,12/12/2021,3.53,18,263
37988045,"The Robinson Building, converted Victorian factory",75584315,Jack,Southville,51.44062,-2.60006,Entire home/apt,89,2,67,6/12/2021,2.41,1,4
38006805,Spick and span,22764146,Peter,Avonmouth & Lawrence Weston,51.49715,-2.64597,Entire home/apt,225,7,1,15/12/2019,0.04,1,364
38014670,Berkeley Sq Pads - No.2,125651447,Your Apartment,Hotwells & Harbourside,51.45381,-2.6053,Hotel room,93,1,3,25/10/2021,0.39,63,343
38015066,Berkeley Sq Pads - No.8,125651447,Your Apartment,Hotwells & Harbourside,51.45591,-2.60759,Entire home/apt,89,1,25,10/10/2021,0.93,63,349
38016528,Double room in a lovely place to stay,86598946,Livingstone,St George Troopers Hill,51.4526,-2.53488,Private room,35,1,37,6/12/2021,1.31,1,163
38016691,Lovely 2BR home with sunny garden in Montpelier,288363836,Kate And Jamie,Ashley,51.46565,-2.58366,Entire home/apt,134,1,93,17/12/2021,3.35,1,321
38033497,Quiet Room in the Heart of Cliftonwood,43426752,Tim,Hotwells & Harbourside,51.44982,-2.60915,Private room,30,3,16,11/11/2020,0.57,1,39
38084190,Newly renovated flat near Bristol City Centre!,236481623,Mairead,Ashley,51.46726,-2.57703,Entire home/apt,114,1,83,22/12/2021,3.03,18,258
38090628,Spacious double bedroom in comfortable property.,289105986,Guy,Redland,51.47168,-2.60621,Private room,46,2,19,5/12/2021,0.68,2,67
38118561,Fantastic 2 Bed Apartment Close To The Downs,65192629,Hopewell,Stoke Bishop,51.47238,-2.62855,Entire home/apt,119,1,45,16/12/2021,1.64,143,88
38141873,Top of South Bristol,197011296,Adii,Bishopsworth,51.42397,-2.61566,Private room,32,1,0,,,1,82
38154671,Central Bristol stylish Victorian home PARK FREE,195446077,Kirk,Redland,51.47156,-2.59649,Entire home/apt,135,2,10,1/11/2020,0.57,1,144
38199615,Modern immaculate studio with aircon & parking,171225180,Andy,Brislington East,51.44896,-2.54786,Private room,59,1,128,19/12/2021,4.56,1,254
38230593,Double room close to city centre. 102.,290498800,James,Hotwells & Harbourside,51.449596,-2.621457,Private room,25,1,32,21/11/2021,1.18,2,63
38261148,Charming & spacious house near popular North St,11144283,Lucy,Bedminster,51.43766,-2.60668,Entire home/apt,75,30,0,,,2,348
38286641,White Horse Mews discounts long term stay,202169749,Rowena,Ashley,51.4652,-2.57818,Entire home/apt,105,2,42,28/11/2021,1.53,3,310
38310477,The treasure chest,8935361,Rory,St George West,51.46287,-2.54327,Private room,25,2,23,9/3/2020,0.83,1,0
38337723,Luxury Garden Apartment in Clifton with Parking,290080960,Victoria,Clifton Down,51.46767,-2.61905,Entire home/apt,264,2,21,11/9/2021,0.79,1,0
38339857,Chic coach house in excellent area,109071932,Nikki,Clifton Down,51.46996,-2.61036,Entire home/apt,45,1,79,17/12/2021,2.89,2,151
38340866,Studio as part of large manor house,109071932,Nikki,Cotham,51.46997,-2.60879,Entire home/apt,46,1,78,23/12/2021,2.82,2,84
38348237,Large Victorian house top residential area Bristol,106869905,Esther,Redland,51.47522,-2.59747,Entire home/apt,270,2,13,6/12/2021,1.56,1,210
38381247,Cosy newly renovated flat near Bristol City Centre,236481623,Mairead,Ashley,51.46592,-2.57934,Entire home/apt,97,1,71,20/12/2021,2.58,18,253
38381902,Cool newly renovated flat near Bristol City Centre,236481623,Mairead,Ashley,51.4673,-2.57967,Entire home/apt,100,1,67,10/12/2021,2.44,18,260
38474039,Little Luckwell Apartment by Cliftonvalley,16630323,Matt,Bedminster,51.4359,-2.61127,Entire home/apt,124,2,31,17/12/2021,1.14,8,66
38559813,The Loft - 3 Bedroom apartment - Your Apartment,125651447,Your Apartment,Lawrence Hill,51.45481,-2.5831,Entire home/apt,210,1,30,5/10/2021,1.15,63,342
38561575,"???One Bedroom Apartment in Totterdown, Bristol???",46399716,Charles,Windmill Hill,51.44168,-2.5762,Entire home/apt,73,7,8,5/11/2021,0.31,2,97
38564555,Elegant Georgian apartment near Clifton Village,294244884,Devik,Clifton,51.45194,-2.62042,Entire home/apt,75,1,73,6/11/2021,2.68,1,296
38570247,Close to city centre,66941398,Lois,Brislington East,51.43497,-2.54934,Hotel room,162,2,1,6/10/2019,0.04,1,300
38592250,Executive Garden flat in Redland,17488458,Luis,Cotham,51.46871,-2.59588,Entire home/apt,85,7,2,2/10/2021,0.09,1,18
38620587,New - Bristol base near city centre!,236481623,Mairead,Ashley,51.4666,-2.57931,Entire home/apt,96,1,56,21/12/2021,2.11,18,257
38636381,"Quiet location, 15 minutes from city centre",295110134,Michaela,Westbury-on-Trym & Henleaze,51.48279,-2.62335,Private room,80,1,4,9/12/2021,1.94,1,47
38661065,"?????? Maple House by SPCE8 ?????? City Centre, Private Garden ??????",295370095,Mike,Bishopston & Ashley Down,51.48357,-2.59392,Entire home/apt,238,2,32,6/12/2021,1.28,1,46
38738598,"Luxury 2 bedroom flat, garage for free parking!",28213846,Jonathan,Clifton,51.45479,-2.61921,Entire home/apt,193,2,58,26/11/2021,2.21,1,316
38738797,Bringing Home a little closer,296251552,Vicky,Central,51.45081,-2.58841,Entire home/apt,250,7,3,5/6/2021,0.12,1,358
38745548,Blue Lines - Spacious 1 bed,125651447,Your Apartment,Bishopston & Ashley Down,51.4797,-2.57911,Entire home/apt,89,1,8,24/9/2021,0.31,63,297
38746250,City Centre 2 bed Apartment with parking!,125651447,Your Apartment,Hotwells & Harbourside,51.45045,-2.60371,Hotel room,122,2,2,27/11/2019,0.07,63,222
38835567,Large Sunny Room in quiet friendly neighbourhood,70616016,Nadia,Clifton Down,51.46889,-2.61186,Private room,40,1,10,11/12/2021,0.65,1,73
38915123,Outstanding 3 Bedroom House In Montpelier,77412038,Christine,Ashley,51.46796,-2.58109,Entire home/apt,200,2,13,26/7/2021,0.48,1,0
39054518,organised happy house,262232504,Claire,Bishopsworth,51.42377,-2.61993,Private room,19,1,41,20/12/2021,1.54,1,58
39057103,"Comfortable, bright flat oozing Mid Century chic.",299343166,Barney,Bedminster,51.43851,-2.6045,Entire home/apt,75,10,95,18/12/2021,3.6,1,86
39095167,South Bristol double room with parking & garden,34576136,Sarah,Knowle,51.42805,-2.57828,Private room,59,2,14,22/10/2021,1.01,1,112
39110205,Imagination Cosy 3 bed House Bristol,74829636,David,Southmead,51.49982,-2.60564,Entire home/apt,120,1,23,17/12/2021,0.91,1,354
39120729,Apartment - Southmead Hospital Airbus MoD Parking???,299985021,Malgorzata,Southmead,51.50388,-2.60445,Entire home/apt,94,14,31,26/11/2021,1.18,1,11
39133353,5/36 Double Room In a shared flat Clifton,275250241,Renan,Clifton Down,51.45864,-2.61016,Private room,48,1,17,21/11/2021,0.68,9,88
39140876,"Family run ensuite, accommodation",168084304,Kurtis,Horfield,51.49012,-2.58594,Private room,50,7,2,7/11/2021,0.61,3,365
39376612,Unique & Homely Suite With Own Access,65192629,Hopewell,Clifton Down,51.46943,-2.61743,Entire home/apt,73,1,59,12/12/2021,2.24,143,61
39457812,"Large En Suite private double room, in quiet area.",222838138,Joy,Stoke Bishop,51.48009,-2.64539,Private room,35,2,6,8/12/2019,0.23,1,51
39500091,Luxury Royal York Crescent Apt w. Stunning Views,303446902,Peter,Clifton,51.45234,-2.62213,Entire home/apt,500,32,19,1/9/2020,0.74,1,3
39527992,"higgihaus (#3a, 4 Bed). Big Groups. Hip Location. Sleeps 12.",164934575,Luke,Cotham,51.46712,-2.59125,Entire home/apt,541,1,18,28/11/2021,0.71,12,102
39528213,"higgihaus (#3b, 4 Bed). Big Groups. Hip Location. Sleeps 10.",164934575,Luke,Ashley,51.46894,-2.59072,Entire home/apt,451,1,15,28/11/2021,0.59,12,97
39545681,Beaufort House Superior 1 Bedroom Apartment,201996822,Samuel(BH),Clifton Down,51.46432,-2.61788,Entire home/apt,158,1,2,5/9/2021,0.12,3,251
39569577,"higgihaus (#3a & 3b, 8 Bed). Big Groups. Hip Location.",164934575,Luke,Ashley,51.46766,-2.59117,Entire home/apt,710,1,14,12/12/2021,0.58,12,92
39570221,Comfortable & Cosy Three Bed House,65192629,Hopewell,Westbury-on-Trym & Henleaze,51.4853,-2.59882,Entire home/apt,117,1,12,31/5/2021,0.52,143,0
39577433,Spacious double bed and newly refurbed bathroom,304084694,Sarah,Brislington East,51.45016,-2.54973,Private room,76,1,22,28/10/2021,0.84,1,265
39626441,First floor double bedroom in comfortable home.,289105986,Guy,Cotham,51.46985,-2.60631,Private room,40,2,24,12/12/2021,0.91,2,115
39671221,Big loft room in family home off Gloucester Rd,69504975,Francesca,Horfield,51.4892,-2.58339,Private room,48,2,2,22/1/2020,0.08,2,0
39671346,"Victorian family house off Gloucester Rd, sleeps 6",69504975,Francesca,Horfield,51.49101,-2.58523,Entire home/apt,176,7,5,28/8/2021,0.21,2,3
39724175,Modern city centre hideaway,21160367,Sophie,Central,51.4461,-2.58529,Entire home/apt,66,3,129,7/12/2021,4.94,2,331
39771346,Quiet Hideaway on Windmill Hill!),48405037,Johnny,Windmill Hill,51.43929,-2.59129,Private room,49,1,24,12/12/2021,0.92,2,268
39807999,CLEAN Beautiful Clifton Bedroom super close to BBC,1884642,Nina,Clifton Down,51.45865,-2.61002,Private room,39,90,20,24/3/2020,0.77,1,0
39820474,Dingle Retreat,306353963,Angie,Avonmouth & Lawrence Weston,51.49552,-2.64833,Entire home/apt,250,7,0,,,1,89
39908088,Spacious and Comfortable 1 Bedroom Flat,241240980,Adam,St George Troopers Hill,51.4556,-2.52836,Entire home/apt,55,3,26,10/5/2021,1.03,1,145
39914300,Frederick Place - No.1,125651447,Your Apartment,Clifton,51.45533,-2.6103,Entire home/apt,97,1,9,8/12/2021,0.58,63,343
39914485,Frederick Place - No.2,125651447,Your Apartment,Clifton,51.4554,-2.60974,Entire home/apt,96,1,0,,,63,231
39960472,MyCityHaven Spacious Kings Weston House,51686051,Michael,Avonmouth & Lawrence Weston,51.49651,-2.67028,Entire home/apt,163,2,10,6/9/2021,0.4,10,65
39981143,Bristol City centre sofa surf (comfy),268808188,Darren,Central,51.45348,-2.59684,Shared room,55,30,0,,,1,358
40027489,Morden apartment close to Cabot Circus,85721135,Michael,Ashley,51.46135,-2.5876,Entire home/apt,343,3,7,3/10/2020,0.27,2,362
40056112,Cosy room in a spacious modern apartment,85721135,Michael,Ashley,51.46008,-2.58677,Private room,124,4,4,16/10/2021,0.66,2,268
40063334,Cosy Family Haven in friendly neighbourhood,6485066,Sabrina,Easton,51.46793,-2.5539,Entire home/apt,95,3,6,6/6/2021,0.25,1,0
40089334,"Stunning Studio Flat in Westbury-on-Trym, BS9",152325136,Clare,Westbury-on-Trym & Henleaze,51.486,-2.61679,Entire home/apt,50,5,24,10/12/2021,0.95,1,160
40100514,ART POD dedicated to Nick Walker artist - NICK,90733634,Paul,Ashley,51.46311,-2.58378,Entire home/apt,143,2,39,19/12/2021,4.5,5,359
40129335,Award Winning - Hidden Gem in Central Bristol,37348515,Jane,Ashley,51.46773,-2.57344,Entire home/apt,150,2,84,19/12/2021,3.36,1,231
40155380,Your own space in colourful Southville!,17063914,James,Southville,51.44552,-2.6094,Entire home/apt,49,2,17,17/12/2021,3.62,1,78
40168473,Unique oasis in the heart of the city Free Parking,101365220,Sharon,Hotwells & Harbourside,51.45356,-2.60396,Entire home/apt,89,7,16,15/12/2021,0.71,1,189
40220521,The Polygon-Garden Flat,65192629,Hopewell,Clifton,51.451,-2.62185,Entire home/apt,96,1,16,15/11/2021,2.32,143,88
40232296,2 Bedroom house & garden Central Redfield Bristol,13941584,Somayah,Easton,51.45945,-2.55523,Entire home/apt,175,7,5,21/11/2021,0.72,2,84
40232950,MICHELANGELO  ??...questing for perfection...??,310726259,Michele Graziano,Stockwood,51.4286,-2.55718,Private room,45,1,18,12/12/2021,0.76,2,357
40303184,Luckwell Too - Two Bed Apartment by Cliftonvalley,16630323,Matt,Bedminster,51.43651,-2.61013,Entire home/apt,100,2,26,30/10/2021,1.16,8,1
40345454,Spacious End of Terrace with Off-Street Parking,96026807,Dave,Bedminster,51.43859,-2.61099,Entire home/apt,200,2,2,19/9/2021,0.52,1,0
40363536,Gorgeous garden cabin,4512624,Merlin,St George Central,51.46646,-2.52478,Entire home/apt,45,2,70,28/11/2021,4.16,1,153
40369082,The annexe,91623818,Becky,Henbury & Brentry,51.51397,-2.617,Entire home/apt,60,1,74,12/12/2021,2.97,1,146
40377710,Ensuite room in a shared house 15min to the center,145985205,Carlos,Avonmouth & Lawrence Weston,51.48718,-2.67942,Private room,29,1,25,10/12/2021,1.75,1,335
40390796,Townhouse in Clifton Village - R&R Guesthouse #3,18054772,Richard & Rebecca,Clifton,51.45393,-2.62481,Entire home/apt,372,2,38,19/12/2021,1.58,2,351
40439064,Double room w/ private bathroom in Central Bristol,7198404,Marine,Ashley,51.4593,-2.58615,Private room,48,2,2,20/2/2020,0.08,1,0
40463868,"Comfortable room, 10 min walk to the city centre",313072945,Iain,Southville,51.44448,-2.60418,Private room,25,1,30,22/9/2020,1.2,1,0
40468365,Cosy One Bedroom Flat,34763945,Mary,Bishopsworth,51.41755,-2.61675,Entire home/apt,79,2,14,31/10/2021,0.83,2,179
40519320,MyCityHaven - South Parade Mansions with parking,51686051,Michael,Clifton Down,51.46231,-2.60953,Entire home/apt,198,2,15,19/11/2021,0.95,10,54
40520829,Cosy guest room in warm friendly house.,173525772,Angela,Avonmouth & Lawrence Weston,51.49537,-2.69223,Private room,39,1,73,7/11/2021,3.13,1,1
40537371,Bright Apartment. Fantastic location. Free Parking,62076962,Maria,Southmead,51.50256,-2.60451,Entire home/apt,50,2,33,20/9/2021,1.33,1,68
40550795,Superb Apartment in Bristol's most desirable area,109438841,John,Clifton Down,51.46661,-2.60827,Entire home/apt,100,3,1,27/12/2019,0.04,1,80
40558723,Quaint calm stylish oasis (with resident cat),18080188,Clare,Ashley,51.46802,-2.58487,Private room,42,2,31,12/12/2021,1.27,1,22
40562407,Arty area of Bristol,309051629,Kylie,Ashley,51.46572,-2.58513,Entire home/apt,56,1,3,14/12/2021,3,1,88
40577661,Cozy one bedroom apartment in Bristol city centre,65192629,Hopewell,Ashley,51.45951,-2.58456,Entire home/apt,85,1,3,7/3/2020,0.13,143,0
40608331,Delightful 2 bedroom home near City Centre!,314677302,Jules,Lawrence Hill,51.46081,-2.57443,Entire home/apt,65,2,94,5/11/2021,3.81,1,0
40631731,Bright one bed flat close to BRI & University,315009089,Simon,Clifton Down,51.45909,-2.61021,Entire home/apt,99,1,37,29/10/2021,1.64,1,0
40674073,Double Room in good location,109375960,Caro,Windmill Hill,51.43775,-2.5824,Private room,45,1,57,12/12/2021,2.61,1,93
40697222,Your Apartment The Portland,125651447,Your Apartment,Central,51.45672,-2.60777,Entire home/apt,93,1,28,21/11/2021,1.13,63,358
40714905,The Best Luxury Harbourside Apartment in Bristol,238454956,James,Hotwells & Harbourside,51.45121,-2.60541,Entire home/apt,126,4,28,22/12/2021,1.15,1,203
40773707,Contractors -  double room in lovely house,238268860,Saghi,Avonmouth & Lawrence Weston,51.49429,-2.64875,Private room,30,3,10,16/12/2021,1.64,3,55
40792729,Stylish 2 bed home in the heart of Clifton,317038429,Graham & Jerry,Clifton,51.45695,-2.6183,Entire home/apt,151,1,77,12/12/2021,3.21,1,99
40796004,Beautiful Georgian Townhouse,23325717,Kate,Cotham,51.46738,-2.60328,Entire home/apt,200,2,3,23/8/2020,0.12,1,46
40796549,Midland Mews: contemporary 2-bed apartment,316351487,Bex,Lawrence Hill,51.45606,-2.58015,Entire home/apt,154,2,47,17/12/2021,2.08,1,349
40803098,Modern and Stylish Apartment in Portland Square,40953779,Alex,Ashley,51.46145,-2.5859,Entire home/apt,98,3,38,21/12/2021,1.58,1,20
40805375,"Light, cosy flat. Easy access to Bristol and Bath.",317214176,Cathy,Brislington East,51.43449,-2.55048,Entire home/apt,49,1,10,2/5/2021,0.56,1,137
40813734,"Hideaway cabin in Southville, Bristol",47091090,Elisabeth,Southville,51.44268,-2.605,Entire home/apt,88,1,122,18/12/2021,4.97,1,84
40837090,Stylish Central Bristol Base!,236481623,Mairead,Lawrence Hill,51.45784,-2.5791,Entire home/apt,156,1,77,10/12/2021,3.25,18,263
40854068,Savoy Place - Apartment 5,125651447,Your Apartment,Brislington West,51.44401,-2.5551,Entire home/apt,152,1,5,24/10/2021,0.21,63,356
40854693,Savoy Place - Apartment 4,125651447,Your Apartment,Brislington West,51.4455,-2.55582,Entire home/apt,182,1,2,1/1/2020,0.08,63,203
40883800,"Bright, Beautiful & Central  in Stunning Cotham",318351134,Bonnie,Cotham,51.46542,-2.59453,Entire home/apt,162,2,14,31/10/2021,0.62,1,48
41039549,Cozy 2 Bedroom House in the heart of Bristol,320547980,David,Windmill Hill,51.43925,-2.5821,Entire home/apt,113,2,26,6/12/2021,1.2,1,37
41260910,"Luxurious, spacious accomodation in Clifton",323978951,Elizabeth,Clifton Down,51.46672,-2.61402,Entire home/apt,146,2,55,12/12/2021,2.47,1,35
41335846,Homely Priory Apartment by Cliftonvalley,16630323,Matt,Knowle,51.43386,-2.56525,Entire home/apt,125,2,11,25/10/2021,0.49,8,62
41336596,Large Double Room ...in beautiful Clifton Village,17385514,Pru,Clifton,51.45405,-2.62372,Private room,74,1,39,19/10/2021,1.68,2,176
41347616,Harbourside views  with breakfast,14505869,Sheilagh,Hotwells & Harbourside,51.45111,-2.6065,Entire home/apt,194,5,23,15/8/2021,1.05,1,358
41424070,MICHELANGELO  ??....questing for perfection...??,310726259,Michele Graziano,Brislington West,51.42988,-2.55801,Private room,45,1,10,13/8/2021,0.43,2,357
41445443,Beatrix House by Cliftonvalley Apartments,16630323,Matt,Horfield,51.49883,-2.57219,Entire home/apt,169,2,31,31/10/2021,1.36,8,31
41521803,The Sunningdale #1,125651447,Your Apartment,Clifton Down,51.46222,-2.60976,Entire home/apt,95,1,6,28/11/2021,0.35,63,358
41522936,The Sunningdale #3,125651447,Your Apartment,Clifton Down,51.46368,-2.61074,Entire home/apt,95,1,13,29/11/2021,0.58,63,357
41524871,"Luxury Master bedroom, in a family house",261770998,Sheida,Horfield,51.49302,-2.579,Private room,150,1,0,,,2,362
41629173,"Homely, bright flat in trendy, prime location",403430235,James,Southville,51.44523,-2.60054,Entire home/apt,83,2,50,19/12/2021,2.21,1,358
41643734,???10% off wk???15% off mth???One bed flat in Easton???,90684209,Neil,Easton,51.46705,-2.56127,Entire home/apt,72,7,28,12/12/2021,1.2,16,344
41715835,Cosy single room in super area. Breakfast.,252950336,Siobhan,Westbury-on-Trym & Henleaze,51.4914,-2.60336,Private room,48,1,2,3/3/2020,0.09,1,357
41739692,Meredith Way - Your Apartment,125651447,Your Apartment,Hotwells & Harbourside,51.44956,-2.62044,Entire home/apt,175,1,14,10/11/2021,0.65,63,349
41773058,Exclusive rooms in a beautiful home - big grups,101267565,Aneta,Lawrence Hill,51.46734,-2.56719,Private room,360,1,3,23/10/2021,0.65,15,271
41773468,I exclusive room with pelicans,101267565,Aneta,Lawrence Hill,51.46649,-2.56893,Private room,38,1,10,5/12/2021,0.44,15,347
41779515,???? Cosy annexe in quiet area - easy links to city,81901291,Rowena & Ryan,Stockwood,51.4183,-2.54045,Entire home/apt,70,2,34,19/12/2021,1.5,1,37
41790846,Central gorgeous flat with parking!,65192629,Hopewell,Hotwells & Harbourside,51.45043,-2.60389,Entire home/apt,159,1,18,16/9/2021,0.83,143,0
41816616,IV Elegant French style room,101267565,Aneta,Eastville,51.472,-2.56196,Private room,34,1,16,17/11/2021,0.72,15,280
41816736,II Stylish room in a French style,101267565,Aneta,Lockleaze,51.47376,-2.56199,Private room,38,1,14,19/11/2021,0.6,15,344
41827267,III Romantic English-style room,101267565,Aneta,Lawrence Hill,51.46398,-2.57253,Private room,38,1,6,5/12/2021,0.26,15,350
41827357,V Cozy single bedroom,101267565,Aneta,Lockleaze,51.47338,-2.56194,Private room,36,1,9,26/11/2021,0.39,15,350
41853950,Light and stylish 3 bedroom family home,24760810,Martha And Sam,Eastville,51.47818,-2.53827,Entire home/apt,130,2,8,30/8/2021,0.49,2,56
41931803,Beautiful harbourside apartment,96457399,Conrad,Hotwells & Harbourside,51.44968,-2.60381,Entire home/apt,89,1,50,12/12/2021,2.19,1,14
